P_SUID,PARTY,CHNG_A,CHNG_B,CHNG_C,DIVRELPOP,DIVRACPOP,POORASSIST,CLIM1A,SCIMPACT,RELIMPACT,RACECMB,INC_SDT1,EDUCREC,EMPLSIT,USGEN,CURREL
10973400,2,1,1,1,1,1,3,1,2,3,1,8,3,5,2,100000
10973570,2,1,1,1,1,1,3,1,2,1,1,7,4,5,3,100000
10973620,3,2,3,2,1,3,2,2,2,2,4,4,2,1,3,10010
10973640,4,3,1,3,3,1,1,77,3,3,1,2,1,3,2,40001
10973730,1,3,3,2,3,3,2,2,3,3,1,5,2,5,3,10010
10973780,3,1,2,3,2,1,3,2,2,2,1,1,3,1,1,100000
10973860,1,2,1,2,1,1,2,3,2,2,1,8,3,1,3,10010
10973880,2,1,1,1,1,1,1,1,2,1,1,8,4,5,1,100000
10973930,3,3,1,1,1,1,1,1,2,3,1,8,3,1,3,100000
10973980,3,3,3,1,3,3,3,1,3,3,4,2,2,4,3,100000
10974000,4,2,1,2,1,1,1,77,2,3,1,5,2,1,3,10010
10974060,3,1,1,1,1,1,1,1,2,1,1,3,4,2,3,100000
10974180,2,1,1,1,1,1,2,1,2,2,3,8,4,1,1,100000
10974220,1,2,3,3,2,1,2,2,3,2,1,3,1,5,3,10010
10974270,3,3,1,3,3,1,1,77,3,2,1,1,1,5,3,100000
10974340,1,2,3,1,1,3,3,77,3,3,1,1,2,4,3,10010
10974360,2,1,1,1,1,1,1,1,2,1,1,2,4,1,3,10010
10974490,2,2,1,2,2,2,1,77,3,2,1,2,1,5,3,10010
10974520,2,1,1,3,3,1,1,2,3,3,2,2,2,5,3,10010
10974650,1,2,3,2,3,3,2,77,3,2,1,3,1,5,3,10010
10974860,1,3,1,1,3,1,3,1,3,3,1,7,4,1,3,100000
10974870,3,3,1,1,3,1,1,1,2,2,1,5,4,1,3,10010
10974920,3,2,3,2,1,1,2,2,2,3,1,7,3,1,3,10010
10975100,3,1,1,1,1,1,1,77,2,1,1,2,3,1,2,100000
10975270,2,3,3,2,3,3,1,1,2,1,1,1,2,5,1,10010
10975490,2,1,1,1,1,1,1,1,2,3,1,2,3,1,3,100000
10975540,3,1,1,1,3,3,2,1,3,3,1,8,3,1,3,10010
10975620,1,2,1,2,1,1,2,2,3,3,4,6,2,1,3,20000
10975680,2,3,1,1,1,1,2,1,2,2,1,8,3,3,3,10010
10975820,2,3,3,2,1,1,1,1,2,1,1,8,3,1,3,100000
10976000,1,1,1,3,1,3,3,1,2,2,1,8,3,1,3,10010
10976010,3,2,3,2,1,1,2,1,3,3,1,5,3,2,3,100000
10976020,2,2,3,2,3,2,3,3,2,2,1,1,2,2,3,10010
10976150,2,3,1,1,3,1,1,77,3,2,1,1,2,4,3,10010
10976450,1,2,1,2,3,1,2,2,3,2,4,2,1,5,3,10010
10976520,2,3,1,1,1,1,1,1,2,3,1,2,2,3,3,10010
10976550,1,2,3,2,2,2,1,3,1,3,1,2,2,5,3,10010
10976700,3,1,1,1,1,1,1,1,2,1,1,5,2,5,3,10010
10976730,3,2,3,1,3,3,2,1,3,3,1,1,1,2,3,100000
10976790,1,2,1,2,2,3,2,3,3,2,1,4,4,5,3,10010
10976820,2,3,3,2,3,1,2,3,3,2,1,5,2,1,1,10010
10976860,3,2,1,1,1,1,1,1,2,2,1,8,3,1,2,10010
10976880,2,3,3,3,2,3,3,77,3,3,1,1,1,5,3,50000
10976920,2,1,1,1,1,1,3,1,2,3,1,6,2,5,3,10010
10977070,3,3,2,2,3,3,1,1,3,3,1,1,3,1,3,50000
10977130,2,3,1,3,1,1,1,1,2,1,1,8,4,5,1,100000
10977170,2,3,3,3,3,3,3,1,3,1,1,5,4,5,3,10010
10977210,1,2,1,2,2,2,3,3,3,2,1,7,4,1,1,10010
10977220,2,1,1,3,1,1,1,1,2,3,2,1,1,3,3,10010
10977300,3,1,1,1,1,1,2,1,3,1,1,6,4,1,3,100000
10977370,3,1,1,1,1,1,3,1,3,3,1,7,4,1,3,100000
10977490,1,2,3,2,1,2,3,77,3,2,1,1,1,5,3,10010
10977500,2,3,1,1,1,1,1,1,2,1,3,8,3,1,2,100000
10977520,4,2,1,3,3,3,2,1,3,3,1,5,4,1,3,10010
10977630,3,1,1,1,3,1,1,1,3,3,1,1,2,3,3,10010
10977690,1,2,2,2,1,3,2,2,3,2,4,2,1,3,3,10010
10977700,2,2,1,1,1,1,2,1,2,2,1,6,4,1,3,10010
10977740,2,3,1,1,1,1,3,1,3,3,1,7,2,1,3,100000
10977760,4,1,1,1,1,1,1,1,2,1,4,4,4,1,2,100000
10977800,3,1,1,3,3,1,3,1,3,2,5,1,1,3,1,10010
10977810,3,2,1,3,3,3,1,77,1,2,2,1,1,4,2,10010
10977910,1,2,3,2,2,2,2,2,3,2,1,5,2,5,3,10010
10978040,2,3,1,1,1,1,3,1,2,1,1,6,2,5,3,10010
10978050,2,3,1,2,1,1,3,77,3,3,4,5,2,1,3,10010
10978130,1,2,1,2,2,2,2,2,2,2,1,5,4,5,3,10010
10978170,1,2,3,2,1,1,2,3,3,1,1,6,3,1,3,20000
10978180,3,1,1,1,1,1,1,1,2,3,1,7,1,1,3,10010
10978240,3,3,3,1,3,3,1,2,3,3,1,4,4,1,3,10010
10978320,2,1,1,1,1,1,3,1,2,1,1,7,4,1,3,50000
10978350,2,1,1,1,1,1,1,1,3,2,1,3,2,3,2,10010
10978380,2,2,1,1,2,1,1,1,2,1,1,8,3,1,3,100000
10978540,3,3,1,3,2,1,1,1,2,2,1,4,3,1,1,10010
10978550,2,1,1,1,1,1,3,1,2,3,1,1,1,3,3,10010
10978580,2,1,1,1,3,1,3,1,2,3,2,8,4,1,3,10010
10978640,3,2,1,2,1,1,3,2,2,2,1,8,4,1,1,50000
10978720,2,3,1,2,3,1,3,2,3,3,2,5,4,1,3,10010
10978790,1,1,1,2,2,2,2,1,2,2,1,8,3,1,1,10010
10978820,2,1,1,1,1,1,1,2,3,3,1,4,1,3,2,10010
10978910,4,3,3,3,1,1,1,1,2,2,2,8,4,1,3,100000
10978960,1,3,1,2,1,1,3,1,3,2,1,8,4,1,3,10010
10979150,3,3,1,1,1,1,3,1,2,3,1,6,3,1,2,100000
10979180,2,1,1,1,1,1,1,1,2,1,1,7,3,1,3,100000
10979300,2,2,1,1,1,1,1,1,2,3,1,4,2,5,3,10010
10979400,1,2,1,2,2,2,2,77,3,2,1,5,4,3,2,10010
10979450,2,3,1,3,3,3,3,1,2,3,3,8,4,1,1,70000
10979490,2,2,1,3,2,3,2,77,3,2,1,1,1,5,1,10010
10979600,3,1,1,1,1,1,1,1,2,1,1,6,4,5,3,90010
10979610,1,2,1,3,3,3,2,77,3,3,5,3,2,5,3,100000
10979620,2,1,1,1,2,1,1,1,3,1,1,8,4,1,2,100000
10979660,1,1,1,1,1,1,3,1,2,3,1,7,4,2,3,10010
10979690,2,2,1,3,1,1,3,1,3,3,1,3,4,5,3,10010
10979720,1,2,1,2,3,2,2,2,3,3,1,1,2,5,2,10010
10979770,3,2,1,2,3,1,3,1,2,3,2,5,3,1,3,10010
10979850,3,1,1,1,1,1,1,1,2,1,1,8,3,1,3,90010
10979910,3,1,1,1,1,1,1,1,3,3,1,3,3,1,3,100000
10980010,1,1,1,1,2,1,2,1,2,1,1,5,2,1,1,10010
10980060,2,1,1,1,1,1,1,1,2,2,1,7,4,5,3,10010
10980120,1,3,1,3,1,1,2,2,2,2,1,8,4,1,3,10010
10980330,1,3,2,2,2,3,1,77,2,1,3,4,4,1,3,20000
10980360,3,1,1,1,1,1,3,1,3,1,1,8,3,1,3,10010
10980470,2,3,1,3,1,1,1,1,3,3,1,5,3,1,3,40001
10980850,2,2,2,1,2,1,1,77,3,2,1,2,2,2,3,10010
10980890,3,3,1,1,1,1,3,1,2,1,1,8,4,1,3,100000
10980930,4,1,1,2,2,1,3,77,3,3,1,5,2,1,3,10010
10980950,1,2,2,2,1,1,2,77,3,2,1,1,1,5,3,10010
10980980,1,2,3,2,3,2,2,2,2,2,1,2,1,5,3,10010
10981040,1,3,2,2,2,1,3,2,3,2,1,8,3,3,3,10010
10981130,3,1,1,1,1,1,1,1,2,1,1,5,3,5,2,100000
10981370,3,1,1,1,1,1,1,77,2,1,1,8,4,1,3,100000
10981380,3,2,1,2,3,1,2,2,3,3,1,8,2,5,3,100000
10981440,3,2,1,2,1,2,3,2,3,2,1,4,3,5,2,10010
10981450,3,1,1,1,3,1,3,2,2,3,1,5,2,1,3,20000
10981480,2,1,1,1,1,1,1,1,2,1,1,4,4,1,3,90010
10981570,3,2,1,2,1,1,2,2,3,3,1,8,3,1,3,10010
10981670,3,3,1,2,1,1,2,2,2,2,4,2,2,1,3,10010
10981770,2,1,1,1,1,1,1,1,2,3,1,4,3,4,3,50000
10981780,3,1,1,1,1,1,1,1,2,1,1,4,2,1,3,100000
10982020,1,2,3,2,3,3,1,2,2,1,1,4,2,1,3,90010
10982120,2,3,1,2,1,1,1,1,3,3,5,1,1,1,3,10010
10982210,2,2,1,1,2,2,1,3,3,3,1,5,1,3,1,10010
10982330,1,1,1,2,1,1,2,1,2,2,1,5,4,1,3,10010
10982510,1,3,2,2,1,1,2,2,2,2,1,8,4,5,2,50000
10982580,1,2,3,2,2,3,2,3,1,2,1,3,1,2,3,10010
10982690,2,3,3,3,1,1,3,1,2,1,1,7,3,5,2,50000
10982760,4,3,1,2,1,1,1,77,3,3,2,6,2,1,3,10010
10982890,2,1,1,1,1,1,1,1,2,2,1,2,2,5,3,10010
10982980,1,2,1,2,3,3,2,3,3,3,4,4,4,2,3,10010
10982990,3,2,2,2,1,1,2,2,2,2,2,3,4,2,3,10010
10983040,2,1,1,1,2,1,1,1,3,2,3,8,4,1,1,70000
10983120,4,3,1,1,3,3,1,77,3,1,1,4,2,1,3,100000
10983180,1,2,1,3,1,1,2,3,2,2,1,5,3,3,3,10010
10983250,2,1,1,3,3,1,3,1,2,2,1,7,3,1,3,10010
10983310,2,1,1,1,1,1,1,1,2,3,1,7,3,1,3,10010
10983490,1,2,1,2,2,1,2,2,2,2,1,8,2,3,3,10010
10983620,4,1,1,1,1,1,1,1,3,3,1,4,3,2,3,100000
10983660,3,1,1,3,1,1,2,2,2,2,3,8,3,5,1,10010
10983760,1,3,3,3,3,3,2,77,2,2,1,4,2,1,3,10010
10983810,3,3,1,3,3,2,2,2,2,3,1,6,3,1,3,100000
10983870,1,2,2,2,2,1,2,2,2,2,1,8,4,5,3,10010
10983940,1,2,3,2,3,1,2,1,3,3,5,1,1,3,1,100000
10984140,2,1,1,1,1,1,1,1,2,1,1,4,4,1,3,90010
10984220,3,2,1,3,1,3,2,1,2,1,1,8,3,5,3,100000
10984230,1,2,1,3,1,1,1,2,3,3,1,5,3,1,3,10010
10984350,1,1,1,2,1,1,3,1,2,3,1,4,2,1,3,20000
10984360,2,1,1,1,1,1,1,1,2,1,1,7,3,1,1,90010
10984390,2,3,3,3,3,3,3,2,3,2,1,2,1,5,3,10010
10984460,2,1,1,1,1,1,1,1,2,3,1,7,3,2,3,50000
10984480,1,1,2,2,2,2,2,77,3,2,1,5,3,3,3,10010
10984510,2,3,1,1,1,3,3,1,2,1,1,4,3,1,3,100000
10984540,2,3,1,3,1,1,3,1,3,2,1,2,3,3,1,10010
10984740,2,1,1,1,1,1,3,1,2,2,2,2,2,5,3,10010
10984760,2,1,1,1,1,1,1,1,2,2,1,2,3,5,3,90010
10984770,2,1,1,1,1,1,3,1,1,2,1,5,4,5,3,10010
10984830,3,2,3,2,3,3,2,2,3,3,1,6,2,1,3,10010
10984920,3,3,1,1,1,1,1,1,3,3,5,4,1,2,2,10010
10984950,1,2,3,2,2,1,2,2,1,2,1,4,1,1,3,10010
10985050,2,2,1,3,3,3,1,2,3,1,1,5,2,1,3,10010
10985120,1,1,1,2,1,1,2,2,2,2,1,8,4,1,3,10010
10985280,1,2,3,2,2,1,3,2,2,2,1,8,4,1,3,10010
10985460,1,2,3,2,2,2,2,3,3,2,1,2,1,5,3,10010
10985570,3,1,1,3,1,1,1,1,2,1,2,2,2,4,1,100000
10985660,3,3,1,1,1,1,1,1,2,1,1,8,3,1,3,100000
10985710,1,1,1,2,2,1,1,3,2,2,1,1,3,1,3,10010
10985750,2,1,1,1,1,1,1,1,2,3,1,6,2,5,3,10010
10985870,3,1,1,1,1,1,1,1,2,1,1,1,3,5,3,90010
10985900,1,2,3,2,3,3,2,3,2,2,1,4,1,5,3,10010
10986320,4,3,1,1,3,1,3,1,3,3,4,8,2,1,3,100000
10986390,3,1,1,1,1,1,1,1,2,3,1,7,3,1,3,100000
10986400,2,1,1,1,1,1,1,1,2,1,1,8,3,3,3,100000
10986490,1,3,1,2,2,3,2,2,3,2,1,1,2,2,3,10010
10986520,2,2,1,1,3,1,2,1,2,3,1,5,3,5,3,10010
10986530,3,3,1,1,1,1,2,1,2,2,1,1,1,1,3,10010
10986650,3,3,2,2,2,3,2,2,2,2,1,6,3,5,3,10010
10986690,2,1,1,1,1,1,3,1,2,3,1,6,3,1,3,10010
10986730,2,3,1,3,3,1,2,2,3,3,1,4,2,5,3,100000
10986820,1,3,1,3,1,1,2,3,3,2,1,7,1,1,3,10010
10986980,1,2,1,1,1,1,2,1,2,2,1,8,3,1,3,50000
10987030,2,1,1,1,1,1,1,1,2,1,1,5,1,3,3,100000
10987060,1,2,1,2,3,3,3,3,3,3,1,6,1,3,3,10010
10987120,3,1,1,1,1,1,1,1,2,1,1,3,4,2,3,10010
10987170,2,3,2,2,1,1,3,1,3,2,1,1,1,5,3,10010
10987280,3,1,1,1,1,1,1,1,2,2,1,1,3,3,3,100000
10987330,2,3,1,3,2,1,3,1,2,1,1,8,3,1,3,100000
10987410,1,2,1,3,1,1,1,1,3,3,3,8,4,1,3,100000
10987430,3,1,2,2,3,3,2,77,2,2,2,8,3,1,3,100000
10987470,2,3,1,1,1,1,3,1,2,3,1,8,4,1,2,100000
10987500,2,1,1,1,1,1,1,1,2,1,1,8,4,2,3,50000
10987540,2,1,1,1,1,1,3,77,2,3,2,2,3,1,3,10010
10987670,2,1,1,1,1,1,1,1,2,1,4,5,2,1,3,100000
10987730,1,2,2,2,3,1,3,2,2,2,4,8,3,1,3,10010
10987750,1,1,1,3,1,1,3,3,3,2,1,3,2,3,3,100000
10987770,2,3,1,1,1,1,1,1,2,3,1,8,3,3,3,10010
10987780,3,3,1,3,1,1,2,1,2,2,1,8,4,1,3,100000
10987900,2,1,3,1,1,1,1,1,2,1,1,7,3,1,3,100000
10987970,2,1,1,1,1,1,1,1,2,1,1,4,2,1,3,10010
10988010,3,3,3,2,3,1,2,1,3,1,1,6,3,1,3,10010
10988030,1,3,1,2,3,3,2,77,3,2,1,4,4,1,3,10010
10988040,1,3,1,1,1,1,3,3,3,3,1,5,3,1,3,10010
10988180,3,1,1,1,1,1,3,1,2,3,1,8,4,1,3,10010
10988210,2,1,1,3,3,3,1,1,1,3,5,4,3,1,1,100000
10988330,3,2,1,1,3,3,2,1,2,1,3,8,3,1,2,80000
10988370,4,2,1,3,3,3,2,77,3,3,5,7,3,1,2,100000
10988420,2,2,1,1,1,1,3,1,2,2,1,8,3,5,3,10010
10988440,3,3,1,3,1,1,3,2,2,2,3,8,4,1,1,100000
10988560,3,2,1,2,3,3,1,1,3,3,1,1,1,4,3,100000
10988660,1,1,1,1,2,1,1,77,1,3,1,2,1,5,1,50000
10988890,1,1,2,2,1,1,2,2,3,2,1,5,3,3,3,10010
10988990,3,3,1,3,1,1,1,2,3,3,1,1,1,1,3,100000
10989100,2,1,1,1,1,1,1,1,3,1,1,5,4,5,3,100000
10989130,1,2,3,2,3,3,1,77,3,3,1,2,2,1,3,100000
10989300,1,2,1,1,3,2,2,2,1,2,3,8,1,1,1,10010
10989310,3,3,1,1,1,3,1,77,3,2,1,1,1,1,1,100000
10989340,3,1,3,1,1,1,3,1,2,3,1,6,3,1,3,10010
10989410,1,2,2,3,1,3,2,3,1,2,3,4,2,5,1,10010
10989430,2,1,1,1,1,1,1,1,2,1,1,7,4,1,3,100000
10989450,2,3,3,3,3,1,3,1,2,2,1,1,2,5,3,10010
10989470,1,2,1,2,2,2,2,3,2,2,1,5,2,1,3,10010
10989480,2,2,1,1,3,1,2,2,2,2,1,5,2,5,3,10010
10989520,3,3,3,1,3,3,1,1,2,3,1,8,3,1,3,10010
10989640,1,1,1,1,2,3,1,2,3,3,1,4,2,1,3,10010
10989890,1,2,1,2,2,3,2,2,2,2,1,7,4,2,3,10010
10989900,3,1,1,1,1,1,1,1,2,3,1,4,4,5,3,100000
10989970,1,2,1,2,2,1,1,77,3,1,1,1,1,4,3,10010
10989980,1,2,3,2,3,3,3,3,2,2,1,1,3,5,1,10010
10990210,3,3,1,1,1,1,3,1,2,3,1,5,4,1,3,100000
10990270,3,2,2,3,3,3,3,3,1,1,5,1,3,4,3,100000
10990300,3,2,3,3,3,3,3,77,2,2,1,1,2,3,3,10010
10990320,1,3,3,3,3,1,3,1,2,2,1,6,2,1,2,10010
10990330,1,3,3,2,3,2,3,77,2,2,1,4,1,5,3,10010
10990380,1,2,3,2,1,1,2,2,2,2,1,5,3,5,3,10010
10990500,4,3,1,1,3,1,1,2,3,3,1,3,3,1,1,10010
10990550,1,1,1,1,1,1,3,3,2,2,1,6,4,1,1,10010
10990590,2,3,1,1,1,1,1,1,2,3,2,1,2,3,3,10010
10990630,3,2,1,2,1,1,2,2,2,2,1,1,2,5,3,100000
10990640,1,2,1,2,2,2,2,77,3,3,1,6,1,4,3,10010
10990720,1,2,3,2,2,2,3,3,3,2,1,4,1,5,3,20000
10990850,4,1,1,1,3,1,1,77,1,2,5,1,1,4,3,100000
10990970,3,1,1,2,1,1,2,77,3,3,1,4,3,1,3,100000
10991030,1,1,3,2,1,1,2,1,2,2,1,8,4,1,2,10010
10991090,1,2,3,2,3,3,2,2,3,1,1,5,2,5,3,100000
10991110,2,3,3,2,2,1,2,1,3,2,1,1,3,2,3,10010
10991150,1,2,1,1,3,3,2,2,2,1,1,5,2,5,3,100000
10991160,2,1,1,1,1,1,1,1,3,3,2,3,4,1,3,10010
10991170,3,3,1,1,1,1,1,1,2,1,1,5,2,5,3,100000
10991250,3,3,1,2,3,3,1,77,2,2,4,1,1,1,3,10010
10991350,1,2,1,2,3,2,2,3,2,2,1,3,1,1,3,10010
10991520,3,1,3,2,3,3,3,1,2,2,5,1,2,1,2,10010
10991540,3,2,1,2,2,3,2,2,2,2,1,3,2,5,3,10010
10991600,1,2,1,2,1,1,2,2,3,3,1,4,2,1,3,10010
10991720,4,3,1,1,3,3,1,1,2,1,1,1,2,3,3,100000
10991750,1,2,1,2,1,1,2,77,3,3,1,2,3,1,3,10010
10991770,3,3,1,1,1,1,1,1,3,1,1,1,1,3,3,100000
10991780,3,2,1,2,3,1,2,77,3,3,1,6,2,1,3,10010
10991900,2,2,1,2,1,1,2,1,2,2,1,1,1,5,2,10010
10991910,3,1,1,1,1,1,3,1,2,1,3,5,3,1,3,100000
10991970,3,2,3,1,1,1,3,77,2,2,1,8,3,5,3,10010
10992010,2,3,1,1,1,1,1,1,2,3,1,7,2,5,2,10010
10992160,1,3,1,2,2,1,2,3,3,3,1,5,4,1,3,10010
10992180,2,2,1,3,3,1,1,77,3,3,1,1,1,4,1,100000
10992190,2,1,1,1,1,1,1,1,2,1,1,4,2,1,3,100000
10992220,2,3,1,1,2,1,1,77,2,2,2,8,2,1,3,10010
10992260,2,3,1,2,2,3,3,1,1,2,1,2,3,5,3,10010
10992300,2,3,3,3,3,3,1,3,3,1,2,1,1,4,3,10010
10992520,1,3,3,2,1,1,2,2,2,2,1,7,4,1,3,10010
10992540,2,1,1,1,1,1,1,1,2,1,1,8,3,1,3,100000
10992600,1,3,2,2,2,3,2,2,3,2,1,6,3,2,3,10010
10992740,2,2,1,1,3,3,1,1,3,2,3,4,4,1,1,80000
10992800,2,1,1,1,1,1,3,1,2,1,1,8,4,1,3,100000
10992920,3,1,1,1,1,1,1,1,2,1,1,6,4,1,3,100000
10992930,3,1,1,1,1,1,1,1,2,3,1,4,4,1,3,100000
10992960,3,1,1,1,1,1,1,1,2,3,1,4,3,3,3,90010
10993110,2,1,1,1,1,1,1,1,2,1,1,8,4,1,3,10010
10993130,2,2,1,3,3,1,3,1,2,2,1,1,1,5,3,10010
10993160,3,1,1,1,1,1,2,1,2,3,1,5,4,1,3,10010
10993280,4,1,1,1,1,1,1,1,2,2,5,5,2,3,3,100000
10993300,1,2,1,1,1,3,2,2,3,3,1,4,3,1,3,10010
10993320,3,3,1,1,1,1,3,1,3,2,4,6,3,2,1,10010
10993550,2,2,1,2,1,1,2,2,2,2,1,4,3,5,3,90010
10993670,3,2,2,2,1,1,2,3,2,2,1,6,2,2,3,10010
10993930,4,3,3,2,3,3,1,77,3,3,5,4,1,1,1,10010
10993940,4,1,2,2,1,1,3,77,3,3,1,2,3,1,3,10010
10993990,1,2,3,2,3,1,3,77,3,3,3,5,2,1,1,10010
10994140,1,2,1,2,1,1,2,2,3,2,1,4,2,1,3,10010
10994180,1,3,3,3,1,3,2,2,2,3,1,8,3,1,3,100000
10994190,2,2,1,1,3,1,2,1,2,2,1,6,3,1,1,10010
10994270,2,3,1,1,1,1,3,1,2,2,1,1,3,5,3,10010
10994290,1,2,1,3,1,1,2,2,2,3,3,7,4,5,1,100000
10994300,3,3,1,3,1,3,3,1,2,2,5,5,3,3,1,80000
10994310,1,2,1,2,3,3,3,77,2,3,1,8,3,1,3,100000
10994460,1,2,1,1,1,1,1,2,3,2,1,1,2,5,3,20000
10994660,3,3,1,1,1,1,2,1,2,3,1,8,4,1,3,100000
10994720,2,3,1,3,3,3,3,3,3,2,1,8,2,5,3,10010
10994800,4,2,1,3,2,2,1,77,2,2,1,4,3,1,3,100000
10994810,2,3,1,3,1,1,3,1,2,3,1,4,2,1,3,100000
10994870,1,2,3,3,2,2,2,1,2,2,1,4,2,5,3,10010
10994910,4,1,1,1,1,1,1,1,2,1,1,8,3,2,3,70000
10995000,1,2,1,3,3,1,2,2,3,2,1,4,2,1,1,10010
10995010,4,3,1,1,1,1,1,1,3,3,1,3,2,1,3,10010
10995130,2,1,1,1,1,1,1,1,2,3,4,8,4,2,2,10010
10995170,1,2,3,2,1,1,1,2,1,2,1,2,3,2,3,90010
10995420,2,2,1,1,1,1,1,1,2,3,1,5,4,5,3,10010
10995430,2,1,1,1,1,1,1,1,2,3,1,4,1,1,3,100000
10995510,2,1,1,1,1,1,3,1,2,2,1,8,3,1,2,10010
10995530,2,1,1,1,3,1,1,1,2,1,2,5,4,1,3,90010
10995550,3,3,1,3,3,1,1,77,3,1,1,1,2,2,3,100000
10995610,2,3,1,1,1,1,1,1,2,1,1,8,4,1,3,100000
10995720,1,3,1,2,1,1,2,2,2,2,1,8,3,1,3,10010
10995740,4,1,1,1,1,1,1,1,3,3,4,6,3,1,2,10010
10995780,2,1,1,1,1,1,1,1,2,1,1,6,2,3,3,100000
10995800,4,2,2,2,2,2,2,2,1,3,1,7,2,1,3,10010
10995830,2,1,1,1,1,1,3,1,2,2,3,8,4,1,2,100000
10995840,2,1,1,1,1,1,1,1,2,1,1,8,3,1,3,100000
10995930,2,1,3,1,2,1,1,1,2,1,1,4,2,1,3,100000
10995980,3,2,3,2,2,1,2,2,2,2,1,5,4,2,2,10010
10996010,2,1,1,1,1,1,1,1,2,3,1,4,2,1,3,100000
10996060,1,1,1,2,1,1,3,2,3,2,1,7,2,5,3,10010
10996220,3,1,1,3,1,1,3,1,2,2,1,6,3,5,3,10010
10996240,2,1,1,1,1,1,1,1,2,3,1,4,2,5,3,90010
10996310,1,2,1,2,2,3,1,77,3,2,1,1,1,5,3,10010
10996320,4,3,1,1,3,2,1,2,1,1,2,3,2,3,1,10010
10996400,3,3,3,1,1,1,1,77,3,3,1,1,1,1,3,100000
10996430,3,1,1,1,1,1,1,1,2,1,1,1,3,3,3,100000
10996470,1,2,1,1,1,1,1,1,2,1,1,2,4,5,3,100000
10996590,3,3,1,1,1,1,1,1,2,1,1,5,4,1,3,100000
10996650,3,1,1,3,1,1,1,1,2,1,1,6,3,5,3,100000
10996680,2,1,1,2,1,1,1,77,3,3,2,5,2,1,3,10010
10996690,4,1,3,2,1,1,3,77,3,2,1,1,1,3,3,20000
10996770,3,1,1,3,1,1,1,1,2,1,1,7,2,5,3,100000
10996860,2,1,1,1,1,1,1,1,2,3,1,2,2,1,3,70000
10996920,1,2,3,2,1,1,1,1,2,1,1,1,1,1,3,100000
10997040,2,1,1,1,1,1,3,1,2,3,1,8,3,1,3,100000
10997190,2,3,2,3,3,1,1,77,3,3,2,1,2,5,1,10010
10997200,1,2,1,2,3,3,1,1,2,3,1,1,2,5,3,10010
10997210,1,2,1,2,2,1,2,2,2,2,1,3,1,5,3,10010
10997240,2,1,1,1,1,1,1,1,2,1,1,5,2,1,3,100000
10997280,3,3,3,1,1,1,2,1,2,1,1,8,3,5,3,10010
10997330,1,1,1,1,1,1,1,2,2,1,1,1,4,4,3,100000
10997410,2,1,1,1,1,1,1,1,2,3,1,8,2,5,3,100000
10997510,1,2,1,3,2,1,3,2,2,2,1,4,2,5,3,10010
10997520,4,2,2,2,3,1,2,3,2,2,1,2,1,2,3,10010
10997610,1,2,1,1,1,1,1,2,2,3,1,5,2,5,3,10010
10997710,1,2,1,2,2,2,1,1,3,3,1,1,1,5,3,10010
10997720,2,3,3,3,3,3,3,3,3,3,1,7,2,1,3,100000
10997810,1,3,3,3,1,1,2,2,3,3,1,8,2,1,3,10010
10997840,3,2,3,3,3,2,2,2,3,2,1,1,2,5,3,10010
10997860,2,1,1,3,3,1,3,1,2,3,1,1,1,5,3,100000
10997910,2,3,1,3,1,3,2,2,2,3,4,1,1,1,3,10010
10998020,1,1,1,3,1,1,3,77,2,2,1,4,4,2,1,10010
10998050,2,1,1,1,1,1,1,1,2,3,3,7,4,1,2,100000
10998080,1,2,1,1,1,1,2,2,1,2,1,6,2,1,3,10010
10998320,2,1,1,1,1,1,3,1,2,1,1,5,4,1,3,100000
10998390,2,3,1,1,1,1,1,1,2,3,1,1,4,2,3,100000
10998430,4,1,1,2,3,1,1,1,2,3,5,1,1,1,1,100000
10998440,2,1,1,3,1,1,3,1,1,2,3,5,3,1,1,80000
10998490,2,3,1,1,1,1,1,1,3,3,1,6,3,1,3,50000
10998500,3,2,1,1,1,1,1,1,3,3,1,6,2,1,3,100000
10998530,1,2,1,2,2,3,2,3,2,2,1,4,2,5,3,10010
10998610,2,1,1,1,1,1,3,77,2,2,2,5,2,1,3,100000
10998640,3,3,1,3,3,3,2,1,2,3,1,6,4,5,3,90010
10998650,3,1,2,3,1,1,2,2,3,2,1,2,2,5,2,10010
10998700,1,2,3,2,1,1,3,2,2,2,1,5,3,5,3,10010
10998730,1,2,3,2,3,3,2,3,3,2,1,8,1,3,3,100000
10998740,4,1,1,1,3,3,1,2,3,1,1,1,2,1,3,100000
10998820,2,1,1,1,1,1,3,1,3,3,4,7,4,2,1,100000
10998940,1,2,1,2,2,1,2,3,3,2,1,6,3,1,3,10010
10998960,1,2,1,1,3,3,2,3,2,3,1,6,3,1,3,10010
10998990,3,1,1,1,2,1,3,77,2,3,1,8,4,1,3,10010
10999090,2,1,1,1,1,1,1,1,2,1,1,5,3,1,2,100000
10999290,2,3,1,1,1,1,3,77,2,1,1,4,4,1,3,100000
10999370,3,3,1,2,3,1,3,1,3,3,1,4,2,1,3,10010
10999500,2,1,1,1,1,1,1,1,3,3,1,8,3,1,3,10010
10999560,2,1,1,1,1,1,1,1,3,3,3,8,4,1,1,100000
10999690,2,3,1,1,1,1,3,1,2,3,1,8,4,5,2,10010
10999780,1,2,3,2,2,1,2,3,2,2,1,7,3,1,3,10010
10999920,1,2,2,3,2,2,2,3,3,2,1,1,2,4,3,10010
